s,名称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1
8790,温柔女声丨那些无法回头的曾经,2022-12-01,510206,1960,38,15,95,华语 地铁 治愈
8791,神仙打架时期经典怀旧老歌｜90后回忆杀,2025-07-09,88097,419,8,1,117,流行 华语 怀旧
8792,五人组/中文情绪痛苦旋律巅峰,2024-07-07,97732,905,15,6,101,华语 说唱 伤感
8793,方大同｜R&B的特别魅力,2025-03-01,354764,4183,34,9,72,流行 R&B/Soul 华语
8794,华语金曲丨曾经吃的那些细糠（doge）,2024-09-10,742205,2776,25,6,311,华语 流行 nan
8795,再次遇见你的时候，你说好不会让我再伤心了,2024-11-17,1011816,3912,95,23,35,华语 流行 nan
8796,青衫仗剑英雄志，一壶浊酒尽余欢,2025-09-02,60362,996,5,1,61,华语 古风 nan
8797,单曲听播丨凌晨十二点的情绪,2025-07-30,85714,8226,5,3,119,华语 夜晚 流行
8798,华语伤感|充电线缠绕的夜晚,2025-07-30,219176,2315,7,7,142,华语 流行 网络歌曲
8799,陈奕迅/林俊杰/邓紫棋/张杰/薛之谦,2023-11-27,1400938,3295,26,7,149,华语 流行 榜单
8800,安和桥｜前奏一响 谁又不遗憾,2025-07-29,284088,2020,5,1,69,华语 民谣 nan
8801,一人一首成名金曲 | 解封8090后尘封的记忆,2025-04-18,170434,413,4,1,231,怀旧 华语 经典
8802,收获好心情｜恢复元气 多巴胺能量充电站,2025-09-15,14102,181,20,1,34,华语 流行 快乐
8803,繁花散尽 | 静静聆听留下的那抹温柔～,2020-09-08,41717,107,25,1,65,华语 思念 安静
8804,温柔暴击 | 沉溺于男友音的甜蜜乡,2018-11-13,46729000,440000,7526,5377,176,华语 流行 治愈
8805,前奏一响起 我瞬间释怀了,2021-08-14,34038144,10411,1794,52,172,华语 流行 治愈
8806,华语经典｜怀旧音乐时光机,2022-03-30,6103928,25210,403,72,249,华语 怀旧 经典
8807,张悬 孙燕姿 陈绮贞 陈奕迅,2024-04-27,784260,5175,120,27,292,华语 nan nan
8808,经典「神仙打架的华语乐坛」经典华语老歌,2025-07-30,171293,891,6,1,86,流行 华语 怀旧
8809,精选|音乐总是让人回味无穷,2022-06-14,15110338,35781,848,1107,174,华语 流行 浪漫
8810,姑娘我怎能忘一响 白月光登场,2025-04-29,763674,2607,59,10,45,华语 夜晚 工作
8811,相遇不一定有结果，但一定有意义,2020-03-29,354452,1333,31,29,132,流行 华语 伤感
8812,亡妻回忆录｜白月光 初恋 遗憾 宿命感,2023-12-01,607108,4853,69,12,55,流行 影视原声 华语
8813,痛到心碎的虐心歌曲和伤感歌曲,2024-06-12,35079072,21447,170,1575,164,华语 轻音乐 伤感
8814,回忆总是难割舍，明天又是新的一天,2025-07-30,293032,3287,20,14,106,孤独 伤感 华语
8815,全网热播丨每首都值得收藏起来,2024-06-04,4665072,8656,49,173,217,华语 流行 网络歌曲
8816,中文嘻哈与R&B情缘：低音诉说着爱与愁绪,2025-06-06,371408,2725,67,2,55,华语 流行 R&B/Soul
8817,慵懒松弛感%闲暇午后放松的时刻,2017-01-14,596734,4039,132,19,90,华语 流行 清新
8818,【OST | 偶像剧之巅】那些年我们追过的台剧,2025-04-18,150476,530,12,3,75,华语 影视原声 90后
8819,『热播曲目』有些事，只适合回忆,2024-06-25,619654,1467,18,24,188,流行 网络歌曲 华语
8820,Chill R&B｜拒绝内耗，开启自愈模式,2023-12-28,75666,418,7,4,61,R&B/Soul 华语 nan
8821,华语经典｜一人一首成名曲,2025-07-08,84800,239,5,2,76,流行 华语 怀旧
8822,高旭-h3R3-刘思鉴-郑润泽-加木-TC-邹沛沛,2024-09-30,44661,811,11,9,396,华语 流行 说唱
8823,古韵琴音 ：谁听见那曲终人散只余叹,2025-06-26,106153,453,8,1,22,华语 古风 网络歌曲
8824,【王齐铭WatchMe】合集歌单 | 更新中,2024-01-22,115368,855,9,1,45,说唱 流行 华语
8825,『甜度满分』做元气阳光小甜妹！,2025-06-20,539442,4680,72,33,52,流行 华语 快乐
8826,华语｜音乐中永不落幕的浪漫,2023-02-16,111117,379,21,6,280,华语 夜晚 浪漫
8827,惊醒的凌晨总比失眠的夜晚更加难熬,2025-02-17,191010,797,9,27,222,夜晚 思念 华语
8828,痛在瞬间都结冰｜痛苦说唱,2025-02-04,70550,535,20,2,182,说唱 华语 nan
8829,以歌养神，可歌里只有癫啊,2020-10-06,226084,3114,26,94,182,说唱 华语 ACG
8830,『黑胶vip』高贵的黑胶会员专属定制歌单,2023-10-09,4099831,14850,259,115,132,华语 流行 网络歌曲
8831,难却戏腔｜待上浓妆，好戏开场。古风歌曲,2025-02-27,57169,251,4,1,42,流行 华语 古风
8832,颜人中「MOMENTⁿ」演唱会歌单2025,2017-05-24,319316,4015,347,32,58,华语 流行 治愈
8833,华语经典疗愈：天使听了都沉醉,2025-06-20,194160,447,3,1,179,华语 综艺 翻唱
8834,温柔华语|在落日余晖里与晚霞热情相拥,2022-06-14,623662,1237,34,27,175,华语 流行 下午茶
8835,那些只打高端局的古风歌曲,2025-06-20,4547546,33466,500,68,52,古风 流行 华语
8836,李宇春2025皇后与梦想巡回演唱会歌单,2023-11-09,64699,998,132,31,34,华语 流行 nan
8837,单依纯2025全国1️⃣巡演唱会➕歌手 歌单合集,2025-02-11,388091,3942,54,12,113,粤语 华语 影视原声
8838,BY2“撇清关系”2025年巡回演唱会正式歌单,2025-06-22,33119,419,66,6,30,华语 流行 治愈
8839,放过自己，也放过回忆里的人,2024-07-18,21665,142,5,1,116,华语 伤感 怀旧
8840,千禧年代回忆杀 | 哪段旋律唤醒了你的青春,2025-04-29,457307,1973,22,2,80,华语 流行 90后
8841,“情 感 短 剧 中 的 那 些 封 神 BGM”,2020-07-21,282992,1002,14,4,47,华语 流行 孤独
8842,那场雨 急促的像我们的缘,2025-01-23,150073,858,26,4,143,华语 流行 nan
8843,顶级献唱丨最不可错过的音乐现场,2022-03-29,8880568,30856,295,142,158,华语 散步 nan
8844,华语R&B｜当代年轻人的耳机旋律,2019-06-13,7533452,53575,552,414,283,华语 流行 R&B/Soul
8845,糖度100% | 可爱萌歌 收集笑容与闪光,2025-06-04,265760,1869,38,5,31,华语 流行 快乐
8846,emo/如果情绪有天气 那我困在雨天里,2024-09-08,98039,295,6,4,89,华语 流行 安静
8847,「甜甜的情歌」少年与爱永不老去,2022-07-07,1736122,6049,130,172,94,华语 浪漫 快乐
8848,R&B浪漫与落寞 深夜聆听的秘密,2024-11-16,2556734,26354,550,26,52,流行 华语 nan
8849,重生之我在燕云当少东家【燕云十六声】,2025-02-02,196667,6789,102,91,168,华语 古风 快乐
8850,柔情R&B：沉醉微醺韵律撩拨心弦,2024-03-03,244052,1438,21,5,86,华语 流行 R&B/Soul
8851,我开始偷偷 想你 我开始偷偷 喜欢你,2022-03-23,1876938,6631,165,219,307,华语 流行 说唱
8852,「古风」灯火葳蕤，揉皱你眼眉,2017-01-21,123865,1070,38,4,152,华语 古风 散步
8853,方大同 卢广仲 陶喆,2025-05-18,212115,2036,32,26,93,R&B/Soul 华语 散步
8854,治愈小甜歌 ｜ 甜度99％ 一秒沦陷的Crush,2025-08-01,165776,2973,4,1,73,华语 治愈 浪漫
8855,【酸涩文学/代餐】又是哪个小说妹的一辈子,2025-08-01,69750,3193,16,3,36,华语 流行 伤感
8856,如果听歌可以逃避一切.,2025-06-07,21141,652,7,6,231,华语 流行 说唱
8857,开口秒沦陷｜旋律说唱,2023-05-06,258416,1859,138,21,223,华语 说唱 流行
8858,经典R&B｜华语乐坛遗留的璀璨,2025-04-10,444858,1735,40,4,46,R&B/Soul 华语 nan
8859,旧歌都杀回来了 那旧人会重逢吗,2022-01-04,34913468,31189,523,676,123,华语 流行 伤感
8860,“耳机焊死” 系列：那些让人上瘾的旋律,2025-07-11,370938,766,11,3,213,华语 流行 网络歌曲
8861,2025陈粒“一粒”十周年演唱会歌单,2025-06-06,166154,2374,217,27,59,华语 nan nan
8862,「古风」光听前奏就很欢快的古风小曲儿,2019-01-13,863027,11088,115,54,165,华语 古风 学习
8863,小甜歌pick | 轻快俏皮 甜蜜节奏律动~,2025-06-15,78799,487,6,1,83,华语 流行 快乐
8864,云音乐热门恋爱金曲，实时更新中,2025-06-20,261676,1009,9,12,188,华语 流行 00后
8865,加木 队长 江辰郑润泽 LBI利比 TC h3R3高旭,2021-02-07,94095,1920,41,12,100,流行 华语 孤独
8866,旋律说唱｜一起感受粉色恋爱泡泡,2023-03-30,924985,748,85,3,107,华语 说唱 nan
8867,【华语】你从未向我表达过你的喜欢,2024-08-15,344927,508,9,6,188,流行 网络歌曲 华语
8868,人如果被好好爱着 就不会皱巴巴了,2024-12-06,378658,1870,91,28,71,华语 怀旧 nan
8869,EMO神曲天花板歌曲 谁听完也别想忘记前任,2022-10-02,6416797,37371,507,223,235,华语 流行 怀旧
8870,千禧年神仙打架时期｜怀旧旋律带你穿越时空,2025-07-21,58996,146,5,1,104,流行 华语 怀旧
8871,华语R&B | 节奏布鲁斯的漫步轻佻,2024-06-26,478206,2693,31,10,170,华语 流行 R&B/Soul
8872,快乐开车100首，上班下班兜兜风,2025-01-08,11498060,42054,520,229,84,华语 欧美 nan
8873,酣牙小甜歌｜恋爱甜氛up催化剂,2025-07-26,39747,303,5,1,86,华语 流行 快乐
8874,汪苏泷 十万伏特2.0 演唱会歌单预习版,2024-10-14,395466,3698,475,20,69,流行 华语 快乐
8875,我也曾经憧憬过 后来没结果,2025-07-30,792518,8623,4,1,168,华语 nan nan
8876,爱你十分 泪占七分,2025-06-07,276938,2385,59,46,258,华语 流行 怀旧
8877,［华语］前奏一响就知道的音乐！,2025-07-31,808443,6660,18,4,128,华语 流行 旅行
8878,绝美戏腔| 君可知那伶人，泪落竟无声,2024-06-23,69437,400,3,2,71,华语 古风 感动
8879,经典 | 难忘的旋律遗失的歌词,2025-06-25,962547,8248,18,74,88,华语 怀旧 经典
8880,表白情歌｜甜蜜度99%的告白恋歌,2025-05-17,15757,90,3,3,64,流行 浪漫 华语
8881,遇到你 我的世界便开始变晴,2025-01-22,222930,1331,30,11,96,思念 流行 华语
8882,国风R&B｜青山烟雨客，似是故人来,2024-10-30,75728,968,26,7,37,R&B/Soul 华语 古风
8883,驾车狂欢药！跃入节拍•瞬间开嗨,2025-06-25,201599,592,5,1,165,华语 流行 驾车
8884,我的青春 也不是没伤痕｜林俊杰,2023-08-15,28040,116,1,1,65,华语 流行 nan
8885,论古装剧里的神仙主题曲有多绝,2021-08-26,6400565,41975,490,137,67,华语 影视原声 nan
8886,车载必备 | 半吨兄弟 小阿枫 侯泽润 海来阿,2025-04-29,699927,3040,34,4,58,华语 流行 90后
8887,华语精选｜百听不厌经典热曲无限循环,2025-06-20,289721,474,7,10,197,华语 流行 网络歌曲
8888,彭佳慧「一路这样爱过来」演唱会歌单,2025-06-19,13031,154,16,6,36,华语 流行 经典
8889,林俊杰|你是我的关键词,2019-12-31,432409,2447,38,11,115,华语 流行 经典
8890,有些情绪 是该说给懂的人听,2024-09-15,212527,902,14,3,117,华语 校园 nan
8891,「2025流行声量榜」耳朵的年度精选盛宴,2025-07-11,356654,321,3,1,210,华语 流行 网络歌曲
8892,忧郁不是我的天赋，是你离开之后的痕迹,2025-07-30,110088,1047,5,5,99,流行 华语 nan
8893,盗墓笔记｜八一七稻米节音乐会歌单,2019-08-17,576868,17327,394,160,78,华语 古风 怀旧
8894,古韵戏曲：凤冠霞帔 唱腔婉转佳作登场,2025-06-26,192618,1004,27,2,35,华语 流行 古风
8895,『蜜恋节奏旋律』将幸福瞬间传送与你,2025-06-27,304704,1571,7,1,52,华语 说唱 浪漫
8896,那些一开口就惊艳的古风歌曲,2025-08-01,178054,3069,5,1,37,华语 流行 古风
8897,古风惊鸿 | 堂前鲜衣怒马，檐下煮酒撷花,2022-09-30,1817216,10313,138,195,128,华语 古风 ACG
8898,陶喆方大同卢广仲丁世光,2024-03-05,1475235,11079,135,40,105,华语 R&B/Soul 流行
8899,大爱仙尊进行曲｜很简单，我成尊不就是了！,2020-12-06,1465413,16605,190,217,159,华语 流行 榜单
8900,[综艺] 等枝桠 成繁花 十个勤天巡回演唱会,2024-06-28,776687,9191,254,33,122,华语 流行 综艺
8901,百万热爱｜亿次播放的经典华语热歌,2025-06-05,1284275,10298,10,6,230,华语 流行 nan
8902,【耳朵的时光机】再听那时的歌，此刻的心情,2024-10-05,304595,722,9,4,49,华语 流行 伤感
8903,华语R&B的独特瞬间,2025-06-19,448436,1982,27,3,41,华语 R&B/Soul 流行
8904,从迷茫到淡然，往事如风轻拂心间,2025-07-14,799670,1989,15,14,113,华语 流行 伤感
8905,嘻哈说唱 | 你有归宿，我就离开了,2025-04-24,192897,1053,7,3,84,华语 说唱 nan
8906,万妮达佛山演唱会歌单,2023-05-22,15618,199,38,2,30,流行 说唱 华语
8907,我一路向北，离开有你的季节,2020-04-13,83696,169,6,1,54,华语 夜晚 治愈
8908,国语情感｜思念持续着梦甘甜下去,2022-04-27,47457,69,1,2,60,华语 流行 思念
8909,〖江湖〗枪指向，天地同伤，一骑战八方,2023-03-21,13510,152,4,1,77,华语 古风 兴奋
8910,老歌越听越有味 旧人越看越无情,2025-03-17,678903,3524,52,9,60,华语 怀旧 nan
8911,极具氛围感的驾驶伴侣｜流行音乐精选,2025-06-20,847806,4218,17,3,111,华语 流行 放松
8912,夜幕狂欢动感节拍震撼街头,2025-06-26,117544,262,2,1,209,华语 流行 驾车
8913,城市夜雨中 孤独的民谣是灵魂的舞伴,2025-05-09,109635,212,4,4,32,华语 民谣 孤独
8914,热搜古风歌曲集：不谓侠 牵丝戏 戏文说,2025-01-28,93213,438,4,3,54,华语 古风 驾车
8915,或许孤单是我的归宿，不是你的,2025-04-24,87133,437,1,6,106,孤独 伤感 华语
8916,陶喆/张震岳/王力宏/方大同,2023-07-26,108589,811,12,7,271,华语 流行 nan
8917,人类用沙想捏出梦里通天塔,2018-05-18,586545,3750,77,85,110,华语 夜晚 孤独
8918,安溥｜2025音乐节歌单汇总｜更新版,2025-05-02,16319,190,11,1,22,华语 摇滚 流行
8919,巅峰级心碎：午夜流泪必听情感曲精选,2025-07-10,197124,661,10,4,83,华语 夜晚 伤感
8920,有些歌，就是虐到骨子里却哭不出来,2023-03-31,1551749,4087,883,46,105,华语 流行 伤感
8921,rapper的专属温柔｜唱情歌给你听,2025-07-29,409812,7718,6,1,126,说唱 华语 nan
8922,清晨旋律 | 起床必听的清爽小调,2023-06-08,1840082,3361,37,12,99,华语 清晨 清新
8923,150首让你爱不释手的流行金曲,2025-06-26,1531703,3994,13,2,188,华语 流行 网络歌曲
8924,陆虎2025《像你这样的朋友2.0》巡演歌单,2025-04-26,134419,1504,187,15,32,华语 浪漫 综艺
8925,宝藏星球｜拯救歌荒，一键开启心动模式,2024-09-23,89765,457,6,2,101,华语 流行 治愈
8926,耳熟能详却叫不出名字的曲子,2025-06-04,1556174,14453,93,30,52,华语 流行 nan
8927,卢广仲 陶喆 陈绮贞 方大同 窦靖童 王菲,2025-03-29,309101,2385,27,10,170,华语 R&B/Soul 地铁
8928,青春旋律 | 90后记忆中的华语经典,2025-06-24,2157772,10563,34,6,128,流行 90后 华语
8929,蓝牙已连接，正在播放华语热门歌曲中,2025-06-26,1639882,5567,3,1,173,华语 流行 nan
8930,华语R&B｜缱绻时分 节奏布鲁斯的浪漫随想,2023-05-22,592017,5104,84,13,149,华语 R&B/Soul 放松
8931,独处时，其实内心住了一个乐队,2023-09-28,168981,1588,35,9,68,华语 另类/独立 浪漫
8932,百万评论歌曲|999w+红心收藏千万点赞歌曲,2014-05-12,398095,1382,18,39,108,流行 华语 古风
8933,华语R&B | 浪漫又清新的节奏布鲁斯,2025-01-02,136431,563,18,11,73,华语 流行 R&B/Soul
8934,开车不听曲，一路没有劲！,2025-07-07,797931,4150,49,8,56,驾车 兴奋 华语
8935,那些不经意哼出却想不起歌名的歌,2024-06-18,50272312,130000,978,3382,158,华语 流行 旅行
8936,王力宏「最好的地方」巡回演唱会歌单2025,2017-06-26,51700,599,53,3,65,华语 流行 经典
8937,薛之谦歌曲合集（无重复）,2024-08-18,91911,983,30,24,137,华语 流行 nan
8938,你爱的歌 我反复听,2025-07-11,703935,4770,116,23,111,华语 nan nan
8939,【快乐歌单】治愈不开心，唤醒好心情,2023-06-23,1499674,7631,168,36,87,华语 流行 快乐
8940,夜深别听薛之谦【世界和平】,2017-07-05,5783252,57204,4260,597,114,华语 夜晚 孤独
8941,烟嗓男声！催泪唱哭有故事的人,2025-07-07,466509,1122,8,1,60,流行 华语 蓝调
8942,给我一颗后悔药,2025-07-08,31838,1090,19,3,206,华语 怀旧 nan
8943,旋律说唱｜顶级腔调和抓耳旋律的碰撞,2025-06-12,452263,2501,48,5,55,华语 说唱 酒吧
8944,『薛之谦丨终究是我少了一些天分』,2018-11-06,1134559,5802,80,22,104,华语 伤感 治愈
8945,华语民谣｜民谣女声，惊艳透彻声线,2018-06-21,987918,5544,145,20,139,华语 流行 民谣
8946,去愛一個未來计划有你的人,2019-01-07,76123,209,11,4,318,华语 治愈 流行
8947,只是回忆加了分[emo版],2025-03-03,25236,166,125,2,66,流行 华语 伤感
8948,听到前奏就能想起来的歌,2020-01-26,528753,1215,36,2,105,华语 放松 流行
8949,许茹芸「适合相爱的时辰」巡回演唱会歌单,2024-06-11,6731,82,15,3,29,安静 流行 华语
8950,深夜emo歌单 | 「伤感」「心碎」「沉默」,2022-01-03,39903416,20785,346,437,193,华语 流行 夜晚
8951,散场都是难免的尽兴而归就好,2019-11-25,528929,2462,49,12,128,治愈 华语 流行
8952,伤感emo歌曲｜把回忆拼好给你 若月亮没来,2025-07-30,184288,1436,4,4,111,华语 流行 伤感
8953,好久不见，积攒了好多情绪都在歌里,2024-08-22,8620006,17584,113,409,163,流行 网络歌曲 华语
8954,天赐的声音|燃爆舞台的神级Live现场,2025-05-28,157301,280,1,2,128,华语 流行 综艺
8955,地下世界的王（说唱）,2023-11-09,7487,71,4,1,195,说唱 华语 nan
8956,国语金曲 | 时光如水悄然带走珍贵的瞬间,2025-06-24,2481133,9711,3,3,181,华语 怀旧 思念
8957,当我骑车的时候我在听些什么,2024-03-10,278210,1751,41,10,67,华语 摇滚 运动
8958,每时每刻都要开怀大笑，才能不负生活,2025-06-05,399670,1383,3,1,64,华语 快乐 驾车
8959,经典『堪比神仙打架的时代』_华语经典歌,2025-07-20,140497,401,9,5,72,华语 流行 怀旧
8960,“抱紧我 直到肋骨断裂发出声音”,2024-09-07,21826,113,107,4,182,华语 流行 nan
8961,《种地吧》十个勤天专属歌单（持续更新版）,2024-06-24,68341,865,15,10,193,华语 流行 综艺
8962,午夜孤寂叹息 | 「心碎」「遗憾」「无奈」,2025-04-24,286881,811,7,131,85,华语 流行 夜晚
8963,[华语R&B]｜灵魂停滞 心神迷离,2024-06-19,60776,213,12,3,92,华语 R&B/Soul 流行
8964,[初音未来、洛天依、乐正绫]使我沉浸的音乐,2019-02-04,29180,915,5,5,359,华语 日语 ACG
8965,王铮亮和他五个没上过春晚的兄弟,2023-02-14,9961,86,6,10,115,华语 流行 经典
8966,看人间疾苦的道爷,2025-03-07,62402,1347,31,10,81,华语 古风 说唱
